reviewer_name,review_time,review,hotel_name
SAK,3 months ago on,"Oh, you're looking for a review about a 5-star hotel? Well, I've heard great things about the Pearl Grand Hotel in Islamabad. It's known for its luxurious rooms, excellent service, and top-notch amenities. People rave about the beautiful …",The Nishat Hotel
Arooj K,4 weeks ago on,"The rooms were clean, very comfortable and the staff was very wonderful and catered to my every need. Thank you for your excellent hospitality Mr Waqas at front desk. Food was good and tasty. Specially I like the atmosphere there.I hope to stay again in this hotel.",The Nishat Hotel
Syed Muhammad Shaheer,3 months ago on,"I loved staying at The Nishat Hotel! The place is fancy, and the people who work there are super nice. The room was cool, comfy, and had a great view. It's in the middle of everything, so it's easy to go around. They keep everything clean and safe. I really recommend it for a super nice time!",The Nishat Hotel
usman nawaz usman,2 weeks ago on,Faisal & EJAZ have been very professional and forward looking in attending our guests and keeping the show going to next level . My guests and family members enjoyed a lot of. This pushed me to put their names in comments to appreciate them .,The Nishat Hotel
Nammur Shahid,a month ago on,"Highly recommended. The hotel offers free airport shuttle service, free parking, and an electric vehicle charging station. The rooms are equipped with air conditioning, flat-screen TVs, and free toiletries. The Hotel is highly recommended …",The Nishat Hotel
Hassan Ikram Siraj,3 months ago on,"I was impressed by the warm hospitality and attention to detail.
The room was immaculate and comfortable, providing a peaceful retreat after a long day of travel. …",The Nishat Hotel
Affaq Waheed,a month ago on,"My stay at The Nishat Hotel was exceptional. The staff was welcoming, the room was spacious and beautifully furnished, and the amenities were top-notch. I especially enjoyed the rooftop pool and the delicious dining options. Overall, a fantastic experience!",The Nishat Hotel
Faheem Q,3 weeks ago on,"Staying at Nishat Hotel in Johar Town, Lahore is consistently a delightful experience. The comfort and warmth of the stay are truly exceptional. I must extend my gratitude to Rashid Ali from the housekeeping team, whose friendliness added …",The Nishat Hotel
Naveed Yousafzai,a month ago on,"The hotel offers a pleasant atmosphere overall, but falls short in room quality and laundry service, both needing improvement. However, kudos to the morning breakfast team and the manager for their excellent service. Mixed experience overall.",The Nishat Hotel
Muhammad Rizwan,2 months ago on,"It offered me a captivating blend of luxury and comfort. The rooms are elegantly designed, boasting modern amenities and plush furnishings that ensure a relaxing stay. The staff service is impeccable, with friendly and attentive personnel …",The Nishat Hotel
minal rizvi,2 months ago on,"God I love this place!!! The rooms are spacious, super hygienic and well maintained. And it’s near city center so shopping & sightseeing is super convenient. Staff was very professional and accommodating too. And the pool & fitness center will make cardio super fun for the day. Definite 5 stars from me.",The Nishat Hotel
Awais Qarni,3 months ago on,"Accorrding to my exp...
The culinary experience surpassed all expectations, with each dish crafted to perfection. From hearty breakfasts to exquisite dinners, the variety and quality …",The Nishat Hotel
unknown account,2 months ago on,"""Absolutely loved my stay at this hotel! From the friendly staff to the luxurious amenities, everything exceeded my expectations. The room was immaculate and beautifully decorated, offering a comfortable retreat after a long day of …",The Nishat Hotel
Zainab Ashraf,2 weeks ago on,"I had a delightful high tea at Nishat with excellent tea selection, fresh sandwiches, warm scones, and exquisite pastries, all in an elegant setting. Excellent service by Mr Zahoor ahmad.  Highly recommend!",The Nishat Hotel
RE Li,4 weeks ago on,"I'm actually happy with the hotel, even though there's no spa.
The only thing I have trouble with is the restaurant.
There are constantly uncleaned objects (such as salt and pepper shakers) on the …",The Nishat Hotel
ali awan,2 months ago on,Visited for aftar dinner. Food quality is fantastic. Variety is bit limited. Ambience is good but can be improved. Overall it is a good experience specially service was good. Mr. Irfan attended us very nicely he has good service experience and his attitude was quite welcoming.,The Nishat Hotel
Yasir Zamir,3 months ago on,"Outstanding dining options! Nishat Hotel's restaurants offer a culinary journey of flavors. Each dish was a masterpiece, and the diverse menu catered to every palate. A gastronomic delight that added to the overall excellence of our stay."" …",The Nishat Hotel
Ibad Ur Rahman,2 months ago on,"The Nishat Hotel are renown all round in Pakistan for their great location, beautiful natural surrounding great staff. Most friendly and respectful receptionist and staff ever,lovely and great first impressions of hotel.Each and everything …",The Nishat Hotel
multi vedios,3 months ago on,"I had the most amazing experience at Nishat hotel in Lahore ! The entire team went above and beyond to make me feel welcome and taken care of. And let me tell you, the interior of the hotel is absolutely stunning! I was blown away by how comfortable and cozy the rooms were. This stay will forever hold a special place in my heart.. …",The Nishat Hotel
Aamir Saeed,a month ago on,"My first Choice ""The Nishat Emporium Hotel"" offers a luxurious experience with its spacious rooms, elegant decor, and attentive staff. The amenities including multiple dining options, make it a top choice for travelers seeking comfort and …",The Nishat Hotel
Abdul rehman,3 months ago on,"My stay at the Nishat Hotel was a true delight. The elegant rooms, top-notch amenities, and exceptional service left a lasting impression. The dining options were a culinary journey, and the rooftop pool offered a perfect retreat. The …",The Nishat Hotel
Fuaad Haider,a month ago on,"It was an incredible experience by spending quality time in ""The Nishat Hotel ""The hotel staff is very welcoming to guests, offering a mix of Western  breakfast options alongside spicy and oily local dishes, which might not suit everyone's …",The Nishat Hotel
Junaid Usman,2 months ago on,"I recently had the pleasure of staying at Nishat Hotel during my trip, and I must say it was an absolutely fantastic experience from start to finish. I was greeted warmly by the staff who made me feel incredibly welcome. …",The Nishat Hotel
Juned Sheikh,3 weeks ago on,"Great hotel to stay. Expensive with reference to local living cost.
They offer complimentary Airport Transfer.
The Nishat hotel in Johar Town has the advantage of a direct access to Emporium Mall. Recommended if you intent to move around Johar town .",The Nishat Hotel
Ahsan Babar,2 months ago on,My stay at The Nishat Hotel was an exceptional and it was more like an experience rather than a usual stay. The managerial staff and the room service team as well are very professional and know really well how to take care of their guests. …,The Nishat Hotel
